,Comment,Rating,r
273,Great phone with superb display !!! Easy to grip with slim edges and light weight as plastic back. Camera performs great in outdoor condition. Battery life is acceptable not that great but works fine for average user. Recieved it before release. I was vivo v5 plus user and switched to v9 hence finding some compromise with build quality. Go for it in this price range.,4,1
274,Wonderful Looks !! Glass finish back side makes it look more exclusive ..Full Screen view is truely Awesome and gives a different feel while holding in hand .. Vivo V9 is a revolution in the mobile industry ... I Recieved Vivo V9 (black) today morning via Flipkart .. Timely Delivery...Thanks Flipkart ..Battery is good ..Processor and Ram is awesome ..while installing 52 apps in background and using whatsapp and facebook simultaneously it did not lag ...I suggest a gadget lover to go for...,5,1
275,Awesome phone with beautiful camera. I purchased it one and half years before. But still it not get hanged and specially battery performance is to good .,4,1
276,"everythng fine except one thing,screen work as 18:9 in all apps,games,videos.it has to work as 19:9 so vivo work on it and send software  updation soon,othrwise othr phones wl win the race...",4,1
277,I have edited my review post receiving an update...  wow great.. I have complained about full screen view problem while playing  YouTube videos.. now it's rectified.. now pinch to zoom option is working and am able to view the full screen video on youtube ..great job.. I really appreciate for rectifying the issue. this phone has many many  many good things.. which many people covered already.   This phone comes with out of box Oreo 8.1 .. many popular phones like Redmi note 5 and pro has only...,5,1
278,"Light weight,  excellent screen depth, touch is well responsive,  good voice clarity, long battery backup (I get more than a day) even though not having a great capacity. Phone comes with the protective cover and screen scratch guard preapplied so you don't have to order them separately. UI is fairly decent compared to MIUI9. Worth for the money. The problematic part of it is the network support, you get only one SIM 4G supported at any given time,  other one only supports 3G. If you happened...",4,1
279,"Handset is awesome.  Value for money product. Customer service and delivery is on time. Here are few pros and cons.                                                                  Pros - display is too good with notch display. It is easy to handle with one hand and screen is bigger than 5'5"". Sound is good and loud. Touch is very responsive. No hanging or heating issue. Battery backup is good. Both front and back camera is great in daylight with bokeh mode working well. You can add 2 mini si...",5,1
280,"Notch Display with beautiful looks give me a perfect combination of Mobile phone with stunning looks & performance.Vivo v9 is the superv one...  Thanks  Flipkart for giving me a quick  delivery  ....  Pros : 1.Display. 2.Camera 3.Sound 4.Looks everything.. only one Con... The back Panel(Plastic)... 🙃 Otherwise Excellent  Phone this is...      I know mobile tech guys will say that vivo is not worth your penny but suggest in daily usage this is beast, also you can play almost every out there i...",5,1
281,Nice Product!! Best Phone Ever I Have Bought *Vivo V9* Superb Processor And RAM..... Favourite Product For Those Who Want A Look Like iPhone X in A Low Cost And A Better Quality.... Vivo Has Done A Great Job Because Of The Rear Dual Camera Also Like iPhone X and Selfie Camera With 24 Megapixels.... Also The Bokeh Mode Is Superb!!!!,5,1
282,"horizontal video mode with full display is there for Vivo's propriety video. However other third party apps such as youtube, FB, whatsapp and so on are not compatible for full body view mode in landscape mode. For the ones who are winning about this product being to expensive etc ... guys what you expect ???? you guys dont think one plus is ripping citizen off. The performance of the phone is swell. Current environment entails Good UI and Good user experience, which vivo has delivered, exce...",4,1
283,Great phone with superb display !!! Easy to grip with slim edges and light weight as plastic back. Camera performs great in outdoor condition. Battery life is acceptable not that great but works fine for average user. Recieved it before release. I was vivo v5 plus user and switched to v9 hence finding some compromise with build quality. Go for it in this price range.,4,1
284,Wonderful Looks !! Glass finish back side makes it look more exclusive ..Full Screen view is truely Awesome and gives a different feel while holding in hand .. Vivo V9 is a revolution in the mobile industry ... I Recieved Vivo V9 (black) today morning via Flipkart .. Timely Delivery...Thanks Flipkart ..Battery is good ..Processor and Ram is awesome ..while installing 52 apps in background and using whatsapp and facebook simultaneously it did not lag ...I suggest a gadget lover to go for...,5,1
285,If you are not heavy user .its best choice. camera works amazing.its look like premium phone like iPhone x..Funtouch OS is good and smooth..Best part of the phone is camera.,4,1
